id;question
6;Quel est le statut des anges par rapport à ce système de protection ? Sont-ils également éligibles pour être téléportés au Paradis en cas de blessure ?
6;Dieu a-t-il choisi personnellement l'endroit d'arrivée de la téléportation pour une raison spécifique ? Qu'est-ce que cet endroit signifie pour Lui ?
6;Le laboratoire privé de Dieu est-il un lieu unique où la protection fonctionne différemment ou plus efficacement ? Expliquez les détails
6;Existe-t-il des rumeurs ou des spéculations parmi les autres entités divines sur l'étendue potentielle du système de protection, au-delà des archanges et des anges ?
6;Comment Yves a-t-il découvert ce concept de protection divine ? Y a-t-il eu des expériences ou des tests pour valider son efficacité ?
6;La manette mentionnée dans votre note semble être liée à la téléportation Pouvez-vous nous en dire plus sur leur relation et leur signification pour Dieu ?
6;Existe-t-il des obstacles ou des complications connus avec le système de protection actuellement ? Des entities ont-elles tenté de l'exploiter ou de le contourner ?
6;La protection fonctionne-t-elle de la même manière pour tous les archanges, ou y a-t-il des variations en fonction de leurs capacités ou de leur nature individuelle ?
6;Dieu a-t-il envisagé d'étendre ce système à d'autres entités divines, comme les anges ou même les humains ? Pourquoi il n'a pas agi sur le sujet ?
6;Existe-t-il des limitations dans la portée de la protection ? Par exemple, est-ce que les archanges peuvent être blessés mortellement sans déclencher la téléportation ?
6;La manette et l'endroit de la téléportation ont-ils un lien ancien ou une signification cachée pour Dieu ou les autres entités divines ?
6;Les suspects ont-ils déjà entendu parler de ce système de protection, et quelles pourraient être leurs réactions ou motivations par rapport à lui ?
6;Yves a-t-il documenté ses idées et recherches sur la protection divine ? Des indices peuvent-ils être trouvés dans ses journaux ou notes ?
6;Existe-t-il des rumeurs selon lesquelles Dieu aurait testé le système de protection sur des volontaires, peut-être même parmi les princes-démons ?
6;La manette est-elle un artefact ancien ou unique en son genre ? Sa création et son but pourraient-ils être liés à la protection divine ?
6;Les archanges ont-ils déjà été confrontés à des situations où la protection n'a pas fonctionné comme prévu, et quelles ont été les conséquences ?
6;Existe-t-il un moyen de désactiver ou de contourner le système de protection, peut-être par des moyens magiques ou technologiques ? Quel en serait l'impact sur les entities divines ?
6;Que signifie le nom de l'Archange qui a conçu la protection divine ?
6;Quel type d'entités sont concernées par ce système de protection divines ?
6;Pourquoi ce système n'est-il actuellement valide que pour les Archanges ?
6;Quel est le but principal de Yves concernant cette protection ?
6;Comment fonctionne le système de téléportation en cas de blessure mortelle ?
6;Où se trouve l'endroit d'arrivée de la téléportation choisi par Dieu ?
6;Parmi les Archanges, qui est célèbre pour son travail sur la protection divine ?
6;Comment cette protection pourrait-elle s'étendre aux anges selon Yves ?
6;Quel type d'armes ou outils pourraient être présents dans le laboratoire privé de Dieu ?
6;Peut-on savoir si la manette se trouve réellement dans le laboratoire de Dieu, ou est-ce une rumeur ?
6;Existe-t-il des indices qui pourraient lier la protection divine et l'endroit où se trouve la manette ?
6;Pourquoi Dieu aurait choisi son propre laboratoire comme point de téléportation ?
6;Est-ce que Yves a déjà réussi à étendre cette protection aux anges ou ce reste-t-il à faire ?
6;Les Archanges, sont-ils conscients qu'ils pourront être téléportés dans le laboratoire de Dieu en cas de blessure mortelle ?
6;Comment la protection divine pourrait-elle influer sur l'issue de la mort de Dieu ?
6;Yves a-t-il déjà travaillé sur d'autres types de protections divines ?
6;Est-ce que cette protection est universelle ou il peut y avoir des exceptions dans certains cas ?
6;Comment les autres Archanges réagissent-ils à l'idée que leur protection ne sert pas vraiment à eux, mais pourrait être utile aux anges ?
6;Comment la présence de cette protection dans le monde des anges pourrait-elle changer le statu quo actuel ?
6;Quelles sont les limitations potentielles de ce système de protection divines et comment ça peut affecter l'enquête sur la mort de Dieu ?
6;Quel était le rôle exact d'Yves lors de la discussion avec Dieu ?
6;Pourquoi Yves a-t-il conçu ce système de protection divine ?
6;Est-ce que tous les Archanges étaient au courant de cette protection avant la mort de Dieu ?
6;Comment fonctionne exactement cette téléportation vers le Paradis ?
6;Yves a-t-il déjà testé ce système de protection sur lui-même ou sur un autre Archange ?
6;Est-ce que tous les Archanges peuvent utiliser ce système de protection ou est-ce limité à certains d'entre eux ?
6;Pourquoi Dieu avait-il choisi personnellement l'endroit d'arrivée de la téléportation ?
6;Quel était l'intérêt pour Dieu de choisir lui-même l'endroit de la téléportation ?
6;Est-ce que l'endroit de la téléportation a une signification particulière pour les Archanges ou pour Dieu ?
6;Est-ce qu'il y avait des risques associés à ce système de protection qui pourraient avoir contribué à la mort de Dieu ?
6;Pourquoi cette protection ne s'est-elle pas activée lors de la mort de Dieu, si elle était en place ?
6;Existe-t-il des enregistrements ou des témoignages sur l'utilisation de ce système avant la mort de Dieu ?
6;Y a-t-il eu des incidents précédents où le système de protection aurait échoué ?
6;Est-ce que la téléportation est instantanée ou y a-t-il un temps de latency ?
6;Peut-on utiliser ce système de protection plusieurs fois de suite ou est-ce limité à une seule utilisation par Archange ?
6;Existe-t-il des instructions spécifiques sur la façon d'activer cette protection en cas de besoin ?
6;Le laboratoire privé de Dieu était-il un endroit sécurisé ou pouvait-il être accès
6;Quelle était la mission principale d'Yves dans le laboratoire de Dieu ?
6;Comment Dieu a-t-il réagi après la conception de la protection par Yves ?
6;Quelle était la nature de la protection conçue par Yves ?
6;Comment la protection de Yves est-elle limitée ?
6;Quelle était la motivation d'Yves à concevoir une protection pour les anges ?
6;Comment Dieu a-t-il sélectionné l'endroit de la téléportation ?
6;Quelle était la relation entre Dieu et Yves avant la conception de la protection ?
6;Comment la protection d'Yves est-elle liée à la mort de Dieu ?
6;Quelle était la destination de la téléportation ?
6;Comment la protection d'Yves est-elle utilisée dans le récit du jeu ?
6;Quelle est la connexion entre la protection d'Yves et les mondes parallèles ?
6;Comment la fameuse manette est-elle liée à la protection d'Yves ?
6;Quelle est la coïncidence entre l'endroit de la téléportation et la fameuse manette ?
6;Comment la coïncidence entre l'endroit de la téléportation et la fameuse manette est-elle importante pour l'histoire ?
6;Quelle est la possibilité que la fameuse manette soit liée à la mort de Dieu ?
6;Comment la protection d'Yves peut-elle être utilisée pour résoudre le mystère de la mort de Dieu ?
6;Quelle est la connexion entre la protection d'Yves et les suspects du jeu ?
6;Comment la protection d'Yves peut-elle être utilisée pour impliquer certains suspects ?
6;Quelle est la motivation de Dieu à partager la protection d'Yves avec les anges ?
6;Comment la protection d'Yves peut-elle être utilisée pour expliquer la mort de Dieu ?
6;Qui a découvert le système de protection des Archanges ?
6;Pourquoi Yves a-t-il conçu cette protection ?
6;Quels sont les avantages et les inconvénients de ce système pour les Archanges ?
6;Est-ce que le système fonctionne toujours après la mort de Dieu ?
6;Comment peut-on accéder au laboratoire privé de Dieu ?
6;Qui a tué Dieu et comment a-t-il tué Dieu ?
6;Quel est le rôle des princes-démons dans l'affaire ?
6;Quelle est la signification de la manette que nous recherchons ?
6;Comment la manette est liée à la mort de Dieu ?
6;Qui possède actuellement la manette et pourquoi ?
6;Quels sont les dangers et les avantages de la manette ?
6;Comment peut-on l'obtenir ou la détruire ?
6;Quelles sont les conséquences de l'utilisation de la manette ?
6;Quel était le rôle d'Yves en rapport avec la conception du système de protection ?
6;Pouvez-vous nous parler des motivations d'Yves pour créer ce système ?
6;Yves a-t-il discuté avec Dieu avant de mettre en place ce système de protection ?
6;D'autres Archanges étaient-ils impliqués dans la conception de ce système ?
6;Qui était habilité à activer ou désactiver ce système de protection ?
6;Y avait-il des limitations au fonctionnement de ce système de protection ?
6;Le système de protection était-il activé avant l'incident impliquant Dieu ?
6;Pouvez-vous nous décrire comment le système de protection fonctionnait précisément ?
6;Où se trouve exactement le Paradis dans le cosmos ?
6;Quels sont les critères pour être téléporté au Paradis par ce système de protection ?
6;Y a-t-il d'autres lieux où les entités divines pourraient être guéries ?
6;Quel était l'usage du laboratoire de Dieu ?
6;Pouvait-on accéder librement au laboratoire de Dieu ?
6;Y avait-il des mesures de sécurité spéciales autour du laboratoire de Dieu ?
6;Pouvez-vous nous parler de la fonction exacte de cette manette ?
6;Où se trouvait précisément cette manette dans le laboratoire ?
6;Avait-elle un lien avec le système de protection des Archanges ?
6;Dieu a-t-il jamais parlé à d'autres entités sur son système de protection ?
6;Y a-t-il eu des précédents cas où ce système de protection a été activé ?
6;Avez-vous des informations complémentaires sur les circonstances entourant la mort de Dieu ?
6;Yves était-il connu pour créer des systèmes de protection complexes avant la mort de Dieu ?
6;Y avait-il d'autres Archanges impliqués dans le développement de ce système de protection ?
6;Le système de protection était-il déjà opérationnel au moment du décès de Dieu ?
6;Comment Yves envisageait-il d'étendre la protection aux anges ?
6;Pourquoi Dieu a-t-il choisi son laboratoire privé comme lieu d'arrivée en cas de blessure mortelle ?
6;Y avait-il une raison particulière pour laquelle Dieu fréquentait son laboratoire privé ?
6;Quel était l'objectif principal du laboratoire de Dieu ?
6;Y a-t-il des objets importants dans le laboratoire de Dieu qui pourraient être liés à la mort de Dieu ?
6;Qu'est-ce que cette "fameuse manette" et à quoi sert-elle ?"
6;Comment fonctionne la manette ? A-t-elle besoin d'une source d'énergie particulière ?
6;La manette était-elle active au moment du décès de Dieu ?
6;Y a-t-il des traces d'utilisation récente de la manette dans le laboratoire ?
6;Dieu utilisait-il souvent la manette pour voyager dans d'autres dimensions ?
6;Quels étaient les autres moyens utilisés par Dieu pour voyager dans les mondes parallèles ?
6;Y a-t-il des informations sur les destinations que Dieu fréquentait habituellement lors de ses voyages interdimensionnels ?
6;La technologie utilisée pour la téléportation est-elle similaire à celle de la manette ?
6;Existe-t-il des documents ou des notes dans le laboratoire qui pourraient établir un lien entre la téléportation et la manette ?
6;Y a-t-il eu d'autres incidents de téléportation inattendue avant la mort de Dieu ?
6;Qui avait accès au laboratoire privé de Dieu en dehors de lui-même ?
6;Y a-t-il eu des événements suspects ou des changements dans le comportement de Dieu avant sa disparition ?
6;Pourriez-vous me décrire les routines quotidiennes de Yves, l'Archange des Sources, avant son dernier contact avec Dieu ?
6;A-t-on retrouvé auprès de Yves, l'Archange des Sources, des écrits ou des objets qui indiquent qu'il travaillait sur une innovation majeure ?
6;Comment était structuré le système de communication entre Dieu et les Archanges avant l'incident ?
6;Yves a-t-il mentionné à quel moment il prévoit d'étendre cette protection aux anges ? Était-ce un projet proche ou à plus long terme ?
6;Quelle était la fréquence des réunions entre Dieu et les Archanges avant l'incident ?
6;L'endroit de la téléportation choisit par Dieu est-il habituellement utilisé par Dieu ou uniquement pour des expériences spéciales ?
6;Yves avait-il ever depuis longue période, ou était-ce une innovation récente ?
6;Les Archanges avaient-ils tous connaissance de ce projet de protection divine avant son mise en œuvre ?
6;Existe-t-il un protocole particulier à suivre en cas d'activation de la protection divine ?
6;Quel type de matériel ou de connaissances spécialisées aurait été nécessaire pour concevoir ce système de protection ?
6;Les autres Archanges étaient-ils informés des progrès de Yves sur le projet de protection divine ?
6;Comment la découverte du lien entre le lieu de téléportation et la manette affecte-t-elle l'hypothèse d'un attentat intentionnel contre Dieu ?
6;Yves avait-il partagé les détails de la téléportation avec ses collègues Archanges ?
6;Il y a des indices qui suggèrent que Dieu avait prévu de se rendre à un lieu spécifique au moment de son disparition ?
6;La manette est-elle un instrument de contrôle ou une sorte de dispositif de communication avec les mondes parallèles ?
6;Yves, en tant qu'Archange des Sources, avait-il accès à des connaissances ou à des pouvoirs qui pourraient être détournés ou utilisé contre lui ?
6;Les cinq princes-démons étaient-ils conscients de la vulnérabilité potentielle qu'ils pourraient exploiter ?
6;A-t-on trouvé des indices qui indiquent que Dieu avait prévu de se rendre à son laboratoire privé le jour de sa disparition ?
6;Yves a-t-il eu des interactions avec d'autres entités divines ou principes avant sa dernière conversation avec Dieu ?
6;Comment la sécurité du système de protection divine aurait-elle pu être compromise, et quels pourraient être les éléments qui ont joué un rôle dans le décès de Dieu ?
7;Quel était le sujet principal de la discussion entre Kronos et les autres ?
7;Quelle est la relation entre les archanges et les princes-démons ?
7;Pourquoi Kronos a-t-il souligné que les voyages temporels sont interdits ? Quels dangers pourraient ils entraîner ?
7;Comment Blandin, l'archange des sources, a-t-il réagi aux propos de Kronos ?
7;Qui étaient les deux autres individus présents lors de la rencontre et quelles étaient leurs réactions ?
7;Quel était l'endroit exact où a eu lieu la discussion ? Décrivez le bar 'Chez Régis'
7;Qu'a dit Régis, le tavernier, aux enquêteurs sur la présence de Crocell et Janus ?
7;Y avait-il d'autres témoins de cette rencontre en plus de Regis ?
7;Quelles étaient les discussions pratiques concernant les voyages dans le temps ? Les dates et lieux spécifiques ont-ils été mentionnés ?
7;Y a-t-il eu des indices sur les motivations ou les objectifs de Kronos et de son équipe lors de cette rencontre ?
7;Comment les archanges et les princes-démons présents ont-ils réagi aux propos de Kronos ? Ont-ils essayé de l'arrêter ou d'intervenir ?
7;Y a-t-il eu des indices sur la nature du pouvoir de chaque individu lors de cette rencontre ?
7;Quel était le rôle de Blandin, étant donné qu'il semblait écouter plutôt que participer activement à la discussion ?
7;La discussion a-t-elle été interrompue ou terminée brusquement ? Y a-t-il eu des réactions émotionnelles intenses ?
7;Les individus présents ont-ils parlé d'autres occasions où ils ont voyagé dans le temps ou ont discuté de projets futurs ?
7;Y a-t-il des indices sur les relations passées entre Kronos et les autres participants, ou entre les archanges et les princes-démons en général ?
7;La discussion a-t-elle été enregistrée ou transmise d'une certaine manière pour que les joueurs puissent l'analyser plus tard ?
7;Les joueurs ont-ils des raisons de croire que la rencontre pourrait avoir eu des conséquences sur le continuum espace-temps, même indirectement ?
7;Y a-t-il des indices sur la présence ou l'influence de Dieu dans le passé ou à l'époque de la rencontre ?
7;Les joueurs ont-ils des hypothèses sur la raison pour laquelle cette rencontre spécifique a été choisie comme point de départ pour leur enquête ?
7;Que saviez-vous de cette rencontre avant de vous retrouver ici ce soir ?
7;Qui était le principal orateur lors de cette réunion ?
7;Comment se déroulait cette conversation entre les participants ?
7;Blandin, qui a écouté la discussion, avait-il quelque chose à ajouter à l'issue ?
7;Kronos, présents sous une identité fausse, parlait-il d'autres sujets en dehors des voyages temporels interdits ?
7;Les deux autres participants semblaient très intéressés par les détails pratiques, commentaires ?
7;Pouvait-on déduire du ton et des réponses de Kronos qu'il était en désaccord avec ceux-ci sur le sujet des voyages temporels ?
7;Avez-vous eu l'occasion d'interagir personnellement avec Régis, le tavernier, avant cette soirée ?
7;Comment les méthodes 'innovantes' utilisées par la deuxième équipe pour interroger Régis se différencient-elles des techniques habituelles ?
7;Janus n'étant pas présent ce soir, pouvait-on déduire quel rôle il aurait pu jouer lors de cette réunion ?
7;Kronos avait-il donné des indications sur sa véritable identité avant que les méthodes 'innovantes' ne soient utilisées pour faire parler Régis ?
7;Quel était le ton général de la conversation lorsque les détails pratiques des voyages temporels étaient abordés ?
7;Les deux autres participants, Crocell et Janus, étaient-ils d'accord sur l'importance des détails pratiques des voyages temporels ?
7;Bien que Kronos soit le principal orateur lors de cette réunion, pouvait-on détecter d'autres contributions venant des autres participants ?
7;Pouvait-on entendre des rumeurs sur d'autres lieux où ces voyages temporels pourraient être discutés ou réalisés ?
7;Les méthodes 'innovantes' utilisées pour interroger Régis, étaient-elles étroitement liées à l'objet de la discussion autour des voyages temporels ?
7;Quels éléments de cette conversation pourraient être utiles pour comprendre mieux les motivations de Kronos et d'autres participants ?
7;Le ton de Blandin lors de cette réunion, était-il différent de celui qu'on peut généralement observer auprès de lui dans d'autres situations?
7;Pouvait-on déduire quelques informations sur les liens entre Crocell et Janus, en analysant leur comportement et leurs préoccupations lors de cette réunion ?
7;Quelles étaient les principales conclusions que l'on pouvait tirer de la réunion après avoir entendu les témoignages de Régis et d'autres participants présents ce soir ?
7;Savez-vous si quelqu'un d'autre a assisté à cette rencontre au bar 'Chez Régis' ?
7;Y avait-il des témoins de cette rencontre, autres que le tavernier ?
7;Avez-vous des informations sur la raison pour laquelle Kronos était absent lors de notre rencontre actuelle ?
7;Savez-vous si Blandin est revenu au bar 'Chez Régis' depuis cette rencontre ?
7;Y a-t-il eu d'autres rencontres entre Archanges et Princes Démons au bar 'Chez Régis' avant celle-ci ?
7;Avez-vous des informations sur les sujets abordés lors de cette rencontre, outre les voyages temporels ?
7;Savez-vous si Régis, le tavernier, a remarqué quelque chose d'étrange pendant ou après la rencontre ?
7;Y avait-il des signes de tension ou de dispute entre les participants de cette rencontre ?
7;Avez-vous des informations sur les méthodes 'innovantes' utilisées pour faire parler Régis ?
7;Savez-vous si les deux autres individus, Crocell et Janus, sont revenus au bar 'Chez Régis' depuis cette rencontre ?
7;Y a-t-il eu d'autres incidents inhabituels au bar 'Chez Régis' autour de la date de cette rencontre ?
7;Avez-vous des informations sur les relations entre Kronos, Blandin, Crocell et Janus avant cette rencontre ?
7;Savez-vous si l'un des participants à cette rencontre a quitté le bar 'Chez Régis' de manière précipitée ou inhabituelle ?
7;Y avait-il des signes de nervosité ou d'inquiétude parmi les participants de cette rencontre ?
7;Avez-vous des informations sur les lieux où Kronos, Blandin, Crocell et Janus se trouvaient avant ou après la rencontre au bar 'Chez Régis' ?
7;Savez-vous si Régis a remarqué quelque chose de particulier concernant l'un des participants, comme un objet inhabituel ou une tenue vestimentaire étrange ?
7;Y avait-il des signes de manipulation ou d'influence mentale entre les participants de cette rencontre ?
7;Avez-vous des informations sur la façon dont Kronos a été informé des voyages temporels interdits ?
7;Savez-vous si Blandin, Crocell ou Janus ont mentionné quoi que ce soit concernant la mort de Dieu lors de cette rencontre ?
7;Y avait-il des indices ou des preuves tangiblesleft behind by the participants that could help us understand what happened during their meeting at 'Chez Régis' ?
7;Quelle était la position de Blandin pendant la rencontre ?
7;Qui étaient les deux individus présents qui s'intéressez aux aspects pratiques des voyages ?
7;Quel était le contenu des conversations sur les voyages ?
7;Qui était le principal locuteur de la conversation ?
7;Quel était le lieu de la rencontre ?
7;Comment les deux autres individus présents ont-ils réagi à la discussion sur les voyages ?
7;Quel était le rôle de Kronos pendant la rencontre ?
7;Comment Blandin a-t-il réagi aux paroles de Kronos ?
7;Qui était le prince démon présent mais non dans la conversation ?
7;Quel était le rôle de Janus pendant la rencontre ?
7;Comment Régis a-t-il appris la rencontre ?
7;Qui étaient les deux individus présents avec Régis ?
7;Quel était le contenu des conversations sur les voyages rapportées par Régis ?
7;Comment les méthodes 'innovantes' de l'équipe ont-elles permis de faire parler Régis ?
7;Quel était le contexte de la rencontre ?
7;Quel était le but de la rencontre ?
7;Comment les voyages temporels sont-ils liés à la rencontre ?
7;Quel était le rôle des archanges dans la rencontre ?
7;Quel était le rôle des princes démons dans la rencontre ?
7;Comment la rencontre peut-elle être reliée à la mort de Dieu ?
7;Quels étaient les motifs de cette rencontre entre Kronos, Blandin, Crocell et Janus ?
7;Quelles informations ont été partagées lors de cette conversation sur les voyages temporels ?
7;Quel rôle jouait Régis dans cette affaire, ou pourquoi était-il présent à ce moment-là ?
7;Quels étaient les intentions de Kronos en interdisant les voyages temporels ?
7;Quelles conséquences pourraient avoir les voyages temporels sur le continuum espace-temps ?
7;## 20 Questions pour obtenir l'indice de la rencontre :
7;Y a-t-il eu un incident particulier lors de cette rencontre au Chez Régis ?
7;Le ton était-il plutôt amical, hostile ou neutre entre les participants ?
7;Quel était l'ambiance générale du bar à ce moment précis ? Était-il rempli ou désert ?
7;Pouvez-vous décrire le comportement de Kronos pendant la rencontre ?
7;Y avait-il une particularité dans sa voix ou son langage corporel qui ressort au niveau de vos souvenirs ?
7;Selon vous, Kronos était-il sincère lorsqu'il parlait des voyages temporels ?
7;Pouvez-vous nous dire comment Blandin a réagi aux propos de Kronos ?
7;S'est-il exprimé pendant la rencontre ou est-il resté silencieux ?
7;Avait-il l'air intéressé, préoccupé ou indifférent ?
7;Pouvez-vous nous donner des détails sur le comportement de Crocell et Janus lors de cette rencontre?
7;Ont-ils posé des questions spécifiques à Kronos ou Blandin ?
7;Leur attitude envers l'interdiction des voyages temporels était-elle différente de celle de Kronos ?
7;Y a-t-il d'autres personnes qui étaient présentes au bar ce soir-là, en plus des quatre suspects mentionnés?
7;Avez-vous observé quelque chose d'anormal ou suspect se produire dans le Chez Régis ce soir-là ?
7;Régis a-t-il donné d'autres informations importantes que celles concernant Crocell et Janus ?
7;Y a-t-il eu des échanges de messages, de documents ou d'objets entre les participants de cette rencontre?
7;Avez-vous remarqué si l'un des participants semblait nerveux ou inquiet ?
7;Quel était le but probable de cette rencontre au Chez Régis selon vous?
7;Y avait-il un élément déclencheur pour cette rencontre, une situation spécifique qui a mené à ce rassemblement ?
7;Quelles étaient les motivations de chaque participant à assister à cette rencontre ?
7;Y a-t-il eu d'autres rencontres entre Archanges et Princes Démons avant la mort de Dieu ?
7;Kronos est connu pour son intérêt particulier pour quel domaine ? (Pour confirmer son lien avec le temps)
7;Quel était l'objectif de cette rencontre au bar 'Chez Régis'?
7;Blandin, en tant qu'Archange des Sources, a-t-il exprimé une opinion sur les voyages temporels durant la conversation ?
7;Comment Crocell, Prince Démon du froid, réagissait-il aux propos de Kronos concernant les voyages temporels ?
7;Quel était le comportement de Janus, l'Archange des Vents, pendant cette rencontre ?
7;Qu'est-ce que Kronos a proposé comme solution pour éviter la modification du continuum espace-temps lors des voyages temporels ?
7;Les autres participants étaient-ils d'accord avec la proposition de Kronos ?
7;La conversation portait-elle sur des dates et des lieux précis pour un voyage temporel potentiel ?
7;Y a-t-il eu mention d'objets ou d'artefacts pouvant être utilisés pour voyager dans le temps ?
7;Le bar 'Chez Régis' est-il connu pour attirer une clientèle particulière (Archanges, Princes Démons) ?
7;Y avait-il des objets particuliers ou des symboles présents dans le bar qui pourraient être liés aux voyages temporels ?
7;Quelles sont les "méthodes innovantes" utilisées pour faire parler Régis ? (Pour comprendre si elles peuvent être utilisées à nouveau)"
7;Régis a-t-il exprimé une opinion sur les Archanges et les Princes Démons présents dans son bar ?
7;Y avait-il d'autres témoins de la conversation au bar 'Chez Régis'?
7;Kronos est-il connu pour avoir des ennemis parmi les autres Princes Démons ?
7;Y a-t-il eu des événements importants concernant le temps ou l'espace avant la mort de Dieu?
7;Existe-t-il d'autres artefacts ou connaissances pouvant permettre de voyager dans le temps ?
7;Les Archanges sont-ils généralement en accord avec les restrictions imposées aux voyages temporels ?
7;Crocell, en tant que Prince Démon du froid, pourrait-il avoir un intérêt particulier pour modifier le passé pour ses propres objectifs ?
7;Puis-tu confirmer si Blandin a interagi avec les Prince-démons présents au bar 'Chez Régis'?
7;Quelles étaient les réactions de Blandin lorsqu'il a entendu Kronos parler des voyages temporels interdits?
7;A-t-on observé si Kronos ou les autres Prince-démons présents ont porté des signe distinctifs ou symboles associés à leur rang?
7;Quel était le demeanor de Régis, le tavernier, lorsqu'il a été questionné sur les clients qui avaient utilisé des méthodes 'innovantes' pour l'interroger?
7;Pouvez-vous décrire l'atmosphère du bar 'Chez Régis' pendant la rencontre entre les archanges et les Prince-démons?
7;Kronos a-t-il mentionné d'autres événements ou discussions spécifiques qui ont eu lieu lors de cette rencontre?
7;Quelles étaient les précisions concernant les aspects pratiques des voyages temporels que les Prince-démons semblaient intéressés?
7;A-t-on pu détecter si Blandin ou Kronos ont échangé aucune information ou signal d'alarme concernant le décès de Dieu?
7;Comment Régis a-t-il réagi lorsqu'il a été questionné sur Crocell et Janus, et en particulier sur leur absence cette soirée?
7;Y a-t-il eu des échanges ou des interactions entre Blandin et les Prince-démons au-delà de l'écoute?
7;Quel était le sujet principal de la discussion entre Kronos et les autres lorsqu'il parlait de l'interdiction des voyages temporels?
7;Aucun des Prince-démons n'a tenté de contredire Kronos sur l'interdiction des voyages temporels, cela indique quelque chose?
7;Pouvez-tu fournir plus de détails sur les méthodes 'innovantes' utilisées par l'équipe qui a questionné Régis?
7;Comment les Prince-démons ont-ils réagi lorsqu'ils ont été informés que les voyages temporels risquent de modifier le continuum espace-temps?
7;A-t-on observé si Blandin ou Kronos avaient des objets, documents ou artefacts sur eux qui pourraient indiquer leur véritable identité ou leur mission?
7;Quel était le ton de la conversation entre les archanges et les Prince-démons – était-il tendu, amical, formel, etc.?
7;Avez-vous des indices sur ce qui est arrivé à Dieu avant cette rencontre au 'Chez Régis'?
7;Les Prince-démons ont-ils partagé leurs motivations ou leurs intentions concernant les voyages temporels?
7;Comment Kronos a-t-il justifié son interdiction des voyages temporels?
7;Y a-t-il eu des indices sur le lieu et la date de la prochaine rencontre entre les archanges et les Prince-démons, ou sur la nature de cet événement?
8;Quel est le nom de l'objet magique volé dans la bibliothèque d'Yves ?
8;Quelle est la signification de cet objet magique ? Il possède-t-il un pouvoir particulier ?
8;Qui a accès à la bibliothèque d'Yves au Paradis ? Y a-t-il des gardes ou des mesures de sécurité particulières en place ?
8;Pourquoi ce vol n'a-t-il pas déclenché une alarme lorsque l'une des créatures célestes a été impliquée ?
8;Quelles sont les conséquences potentielles de la présence d'un Démon ou d'un Prince Démon au Paradis ?
8;Comment un Démon ou un Prince Démon pourrait-il s'infiltrer discrètement au Paradis et manipuler les gardes ?
8;La tour d'argent est-elle un lieu de recherche pour l'objet volé ? Quelles expériences y ont-elles pu être menées ?
8;Quel est le lien entre la clé et la manette mentionnée ?
8;Y a-t-il eu des témoins du vol ou des personnes qui pourraient avoir vu quelque chose d'inhabituel autour de la bibliothèque ?
8;La bibliothèque d'Yves est-elle ouverte à tous les Archanges ou uniquement à certains ?
8;Existe-t-il un système de contrôle d'accès pour entrer dans la bibliothèque ? Si oui, qui a autorisé l'entrée de l'ange ou de l'archange coupable ?
8;Y a-t-il une récompense pour quiconque peut aider à retrouver l'objet volé ou pour celui qui l'a récupéré ?
8;La clé est-elle unique ou en existe-t-il plusieurs ?
8;Comment la clé ouvre-t-elle les portes entre l'Enfer et le Paradis ? Y a-t-il un mécanisme particulier impliqué ?
8;Y a-t-il eu d'autres vols de objets magiques récemment, et si oui, qui en est responsable selon vous ?
8;La créature impliquée dans ce vol possède-t-elle des motivations connues ou des liens avec les archanges ou les princes démons mentionnés ?
8;Y a-t-il une possibilité que l'objet volé ait été utilisé par le passé et qu'il ait disparu depuis ?
8;Existe-t-il des enregistrements ou des journaux qui pourraient aider à retracer les activités de l'ange ou de l'archange coupable ?
8;La clé a-t-elle une signification religieuse ou symbolique particulière pour les archanges ou les démons ?
8;Y a-t-il un délai spécifique entre le vol et l'événement mentionné dans la note (la manette étant poussée) ?
8;N'y a-t-il pas eu de témoins lors de ce vol ?
8;L'objet volé, c'était quoi exactement ?
8;La bibliothèque d’Yves, elle est dédiée à quel type de source ?
8;Est-ce que l'Archange Yves a remarqué la disparition de cet objet ?
8;Quel était le statut du vol avant qu'il ne soit divulgué aux autres Anges et Archanges ?
8;Les alarmes auraient résonné dans tous les secteurs du Paradis ou seulement autour de la bibliothèque d’Yves ?
8;Quels sont les moyens qui ont été pris pour découvrir l'auteur du vol ?
8;Est-ce que d'autres objets précieux ont été volés dans le même temps ?
8;L'Archange Yves, est-il connu pour garder cette clé au paradis ou c'est une nouvelle situation?
8;Quel type de détection s'opère généralement dans les bibliothèques des Anges et des Archanges?
8;Les Princes Démons ont-ils tenté de pénétrer dans le Paradis depuis cette affaire ?
8;La clé en question, elle est unique ou il existe des doubles?
8;Qu'est-ce qui se passe si un Prince Démons prend possession de la clé ?
8;Combien de temps a duré l'enquête avant que cette affaire ne soit communiquée à tous les Anges et Archanges?
8;Les autres Archanges, ont-ils également des bibliothèques dans le Paradis?
8;Quels sont les moyens mis en place pour protéger la clé lorsqu'elle était au Paradis ?
8;L'Archange Yves, il est conscient de l'utilité de cette clé dans le but d'entrer à l'Enfer?
8;Les Anges gardiens sont-ils en connaissance directe avec tous les visiteurs potentiels du Paradis ?
8;La clé aurait-elle été utilisée par Dieu lui-même pour entrer à l'Enfer?
8;A-t-on récemment accru la sécurité autour de la clé en question, vu les dangers potentiels qu'elle représente ?
8;Quels sont les suspects dans l'enquête sur le vol de l'objet magique chez Yves ?
8;Comment savoir si un démon ou un prince-démon a accès au Paradis sans être détecté ?
